name,name_location,link,price,price_per_sqft,area,area_type,bedroom,bathroom,description,super_builtup,built_up,carpet_area,config_bedroom,config_bathroom,balcony,additional_rooms,price_text,floor,facing,overlooking,age,address,society,furnish_type,property_id,nearby_locations,furnish_details,features,rating,rating_list,status,Unnamed: 0
Lodha Upper Thane,"2 BHK House for sale in Anjurdive, Thane",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-upper-thane-anjurdive-mumbai-beyond-thane-890-sq-ft-spid-B75231863,₹59 Lac,"₹11,132 /sqft",890 sqft,Built-up Area,2 BHK,2  Baths,"Lodha upper thane is one of thane outskirts's most sought after destination for apartments and this 2 bhk flat in anjurdive is your opportunity to be a part of this community. Constructed on a built up area of 890 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The flat has a total of 20 floors and this property is situated on 16th floor. Being a ready to move project, you can expect imm...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
Om Aariv,"1 BHK House for sale in Karanjade, Navi Mumbai",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-om-aariv-karanjade-navi-mumbai-710-sq-ft-spid-K81408523,₹42.5 Lac,"₹6,286 /sqft",710 sqft,Built-up Area,1 BHK,1  Bath,"This 1 bhk apartment is available for sale in om aariv, one of the most prominent projects for flats in karanjade, navi mumbai. The flat is east-Facing. Containing 1 bedroom(s), 1 bathroom and 1 balcony, this flat is spread over a built up area of 710 sq.Ft. The residential building has 7 floors in total and the flat for sale is located on the 6th floor. An added advantage of this 1-5 years old...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
Siddharth Geetanjali Heights,"1 BHK House for sale in Sector 35D Kharghar, Navi Mumbai",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-siddharth-geetanjali-heights-sector-35d-kharghar-navi-mumbai-740-sq-ft-r2-spid-C31458689,₹70 Lac,"₹8,379 /sqft",740 sqft,Super Built-up Area,1 BHK,1  Bath,"Geetanjali heights located in kharghar, navi mumbai is yet another project of siddharth builders and developers What more does one asks for pertaining to this beautiful home well the location we say. Kharghar, the most sought after location in navi mumbai which is known for its fast connectivity but at the same time is still untouched by stressful civilization. In addition to schools and super ...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
Ganesh Bhuvan,"1 BHK House for sale in Kokan Nagar, Bhandup West",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-kokan-nagar-central-mumbai-suburbs-343-sq-ft-spid-J80984913,₹68.09 Lac,"₹19,849 /sqft",343 sqft,Carpet Area,1 BHK,1  Bath,Available flat on sale basis in new building at bhandup west,,,343.0,1 Bedroom,1 Bathroom,No Balcony,,68.09 Lac,13rd   of 20 Floors,North-West,Main Road,Dec-27,"Ganesh Bhuvan  Kokan Nagar, Bhandup West",,Unfurnished,J80984913,"['Vitthal Temple', ""st stephen's church"", 'St.Francis Xaviers Church', 'Rathod Nursing Home and Iccu', 'Shanti Maternity Clinic', 'Gaurav Maternity and Surgical Hospital', 'Shaha Children Hospital', ""Dr.Bhatia's Ruby Hospital"", 'Maauli Hospital', 'Sas Health Care Pvt. Limited', 'Sai Sparsh Hospital and Iccu', 'Aashirwad Nursing Home', 'Shri Bal Chikitsalaya', 'M.S.Maternity and General Hospital', 'Madhu Polyclinic and Nursing Home', 'Mahek Nursing Home', 'Amruta Maternity and Surgical Nursing Home', 'Devaki Hospital', 'Savitribai Jyotiba Phule Maternity Home Bhandup', 'Saarthi Hospital Mumbai', 'J. K. Child Health Care and Nicu', ""Dr Bothra's Hospital"", ""Dr. Malwankar's Romeen Nursing Home"", 'I and Eye Dr Kolhes Eye Clinic', 'Dr Patanis Eye Clinic', 'Srushti Orthotech Hospital', 'Sulochan Eye', 'Dr. Thakurs Ear Nose Throat Clinic and Hospital - Bhandup W Mumbai', 'Sunrise Hospital', 'Shrenik Hospital and Maternity House', 'Sanjeevan Nursing Home and Iccu', 'Krishna Nursing Home Mumbai', 'Nadkarni Eye Care Centre', ""Dr.Badwaik's Maternity and General Hospital"", 'Dr Hospital Bhandup', 'Naval Hospital', 'Diamond Maternity and General Hospital', 'Lotus Multispeciality Hospital', 'Bhagwati Banquets', 'Bhandup sarvoday nagar momadhi manzil Rome no 2', 'QIP Bus Stop', 'Dena bank', 'shiv prasad', 'Madras cafe', 'Bombay Bakery', 'Br. Nath Pai Vidyalaya', 'NES Ratnam College', 'NES Sunbeam School', ""St Xavier's School"", 'Bhandup railway station']",[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']",,{},Under Construction,
Sky City by Oberoi Realty,"6 BHK House for sale in Borivali East, Mumbai",https://www.99acres.com/6-bhk-bedroom-apartment-flat-for-sale-in-sky-city-by-oberoi-realty-borivali-east-mumbai-andheri-dahisar-2146-sq-ft-r1-spid-M76427037,₹9.7 Cr,"₹45,200 /sqft","2,146 sqft",Carpet Area,6 BHK,6  Baths,"Premium 3 bhk 3 bhk jodi flat on a middle floor with a garden view in oberoi sky city, borivali east. This west exit vastu compliant residence spans 2146 sq. Ft. Of rera carpet area. Oberoi sky city is one of the western suburbs' premier addresses, known for its exceptional social and physical infrastructure. Ideally situated on the western express highway and adjacent to devipada metro station...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
9 PBR,"3 BHK House for sale in Nerul, Navi Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-9-pbr-nerul-navi-mumbai-2800-sq-ft-spid-B81534547,₹4.5 Cr,"₹16,071 /sqft","2,800 sqft",Super Built-up Area,3 BHK,3  Baths,"9 pbr is one of the most popular destination for buying apartments/ flats in nerul, navi mumbai. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is west-Facing. The flat is over 2800 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The property is located on the ground floor of a 12 floors tall building. Moreover, the flat i...",2800.0,2500.0,1435.0,3 Bedrooms,3 Bathrooms,2 Balconies,Store Room,4.5 Crore,Ground of 12 Floors,West,"Pool,Park/Garden,Main Road,Club",Dec-28,"9 PBR Nerul, Navi Mumbai",9 PBR,Unfurnished,B81534547,"['Nerul Railway Station', 'Nexus Seawoods', 'NH348A', 'DAV Public School Nerul', 'D Y Patil University', 'Apollo Hospitals', 'International Technology Park', 'The Park Hotels Navi Mumbai', 'Wonders Park', 'NAMCO - Biggest Indoor Amusement center', 'Kharghar Valley Golf Course', 'D Y Patil Sports Stadium', 'Karave beach']",[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",4.4,"{'Lifestyle': 4.3, 'Connectivity': 4.4, 'Environment': 4.3, 'Safety': 4.3}",Under Construction,
Ace Home,"2 BHK House for sale in Kasar vadavali, Thane",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kasar-vadavali-mumbai-thane-581-sq-ft-spid-L81531925,₹97 Lac,"₹16,695 /sqft",581 sqft,Carpet Area,2 BHK,2  Baths,"Check out this 2 bhk apartment for sale in ace homes, a popular residential project that houses in-Demand flats in ghodbunder road, thane. This is a east-Facing property. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 581 sq.Ft. The flat has a total of 17 floors and this property is situated on 6th floor. An added advantage of this 1-5 years old ...",,,581.0,2 Bedrooms,2 Bathrooms,2 Balconies,Others,97 Lac,6th   of 17 Floors,North-East,"Park/Garden,Club,Main Road,Sea facing",1 to 5 Year Old,"Ace Home Kasar vadavali, Thane",,Semifurnished,L81531925,"['Dhanlaxmi Shopping', 'Pousmatra Mandir', 'Ganesh Mandir', 'ganesh temple', 'Bank of baroda ATM', 'Bank of maharashtra ATM', 'Axis bank ATM', 'Standard chartered bank ATM', 'Citibank ATM', 'Icici ATM', 'Janani Nursing Home & Hospital', 'Dr. Darandale', 'Dr. Maheshwari Hospital', 'Shiv Drushti Eye & Dental Hospital Clinic', 'Dhanwantri Hospital', 'Shree Ram Hospital', 'Kevalya Hospital', 'Maheshwari Multispeciality Hospital', 'Currae Hospital', 'Manasi Maternity & General Hospital', 'K. M. C.Nursing Home and Polyclinic', 'Horizon Prime Hospital', 'Arcadia Chemist', 'Axis bank', 'Barbeque Nation', ""Natural's Ice Cream"", 'KFC', 'Ribbons & Balloons Cake Shop', 'Pizza Hut', ""D'Crepes"", 'Starbucks', 'Spice Up', ""McDonald's"", 'Dominoz Pizza', 'Arun Muchhala polytechnic college', 'Hiranandani Foundation School', 'MaChePhy Eduworld']","['1 Water Purifier', '4 Fan', '1 Exhaust Fan', '1 Microwave', '10 Light']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting']",4.2,"{'Lifestyle': 4.1, 'Connectivity': 4.2, 'Environment': 4.2, 'Safety': 4.1}",Ready To Move,
ganga apartment,"2 BHK House for sale in Andheri East, Mumbai",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-andheri-east-mumbai-andheri-dahisar-540-sq-ft-spid-P79533171,₹1.57 Cr,"₹29,074 /sqft",540 sqft,Carpet Area,2 BHK,2  Baths,"Looking for a 2 bhk property for sale in western mumbai? Buy this 2 bhk flat in ganga apartment that is situated in andheri east, western mumbai. This residential flat is east-Facing direction. Constructed on a carpet area of 540 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The residential building has 8 floors in total and the flat for sale is located on the 4th floor. This is a read...",,,540.0,2 Bedrooms,2 Bathrooms,No Balcony,Others,1.57 Crore,5th   of 8 Floors,East,"Park/Garden,Pool,Others",0 to 1 Year Old,"ganga apartment  Andheri East, Mumbai",,Unfurnished,P79533171,"['Western express highway metro station', 'Chakala metro station', 'Kalavati Aai temple', 'Holy Family Church', 'Indu Maternity and Surgical Nursing Home', 'Shakuntala Memorial Surgical Childerns and General Hospital', 'Sunita Hospital Mumbai', ""Dr.Sakhalkar's Maternity and Nursing Home"", 'Aditya Nursing Home', 'Shrishti Clinic and Microsurgery Centre', 'Diabetes and Wellness Clinic', 'Revati Clinic', 'Nirmal Clinic', 'Hajari Hospital', 'Jain Nursing Home Mumbai', 'Kokan Hospital', 'Shree Clinic', 'Mrudupal Clinic', 'Shifa Clinic', 'Dr. Pragati Ghosalkar Clinic', 'Dr. Suresh Na. Purandare Clinic', 'Amardeep Nursing Home', 'Uma Maternity Nursing Home', 'Mangala Nursing Home', 'Dr Phadkes Maternity and Surgical Hospital', 'Piyush Hospital', 'Usha Healthcare Clinic', 'Balthakra Sahara Jogeshwari Hospital', 'matoshri umabai RANE hospital', 'BMC arogya Kendra', 'Mangal Dental Clinic', 'Dr. Alpa Jain Clinic', 'Parulekar Maternity and Surgical Nursing Home - Mumbai', 'Patel Nursing Home andheri E', 'Shalyak Hospital', 'Dr Kulkarni Hospital', 'Pinnacle Business Park', 'Marol Depot', 'Guru Nanak Petrol Pump', 'PVR Andheri', 'coffee day', 'HOTEL NITYANAND', 'Dharmendra Canteen', 'Hare Rama Hare Krishna', 'Swagat Mangalore Stores', 'Institute of Indian Culture', 'Anglo eastern maritime training centre', 'L R & S M Vissanji Academy', 'Shri Chinai College of Commerce & Economics', 'Vinmar House']",[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.4,"{'Lifestyle': 4.4, 'Connectivity': 4.5, 'Environment': 4.0, 'Safety': 4.3}",Ready To Move,
Amrut Raj Regalia,"1 BHK House for sale in Ambernath East, Thane",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-amrut-raj-regalia-ambernath-east-mumbai-beyond-thane-457-sq-ft-to-481-sq-ft-npspid-X81388383,₹22.8  - 33.86 Lac,"₹6,014 /sqft",457-481 sqft,Carpet Area,1 BHK,,"Experience a new style of living with Amrut Raj Regalia. The project offers an exclusive range of 1 BHK flats in Ambernath East, Thane Outskirts at a price range of Rs. 22.8 Lac - Rs. 33.86 Lac. These flats have a carpet area ranging from 457.0 sq. ft. - 481.0sq. ft. It is a ready to move project. The design is done keeping every small to large needs of residents in consideration. Plus, a compr...",,,,,,,,,,,,,,,,X81388383,"['Kalyan  Railway Station', 'Katai Pipeline Highway', 'Holy Faith English School', 'Ideal College', 'Vijay Multispecialty Hospital', 'Chhatrapati International Airport', 'Master Business Centre', 'Cricket Stadium Newalipada']",[],[],3.3,"{'Connectivity': 3.3, 'Green Area': 3.3, 'Amenities': 3.4, 'Management': 3.2, 'Construction': 3.3}",Ready To Move,
Adani Thane,"2 BHK House for sale in Teen Hath Naka, Thane West",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-teen-hath-naka-mumbai-thane-870-sq-ft-spid-Q81461847,₹1.95 Cr,"₹22,413 /sqft",870 sqft,Carpet Area,2 BHK,2  Baths,"Looking for a 2 bhk property for sale in thane? Buy this 2 bhk flat in adani thane that is situated in teen hath naka, thane. The flat is facing the west direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and more than 3 balconies. All in all, the flat is spread over a carpet area of 870 sq.Ft. The residential building has 45 floors in total and the flat for sale is locat...",,,870.0,2 Bedrooms,2 Bathrooms,3+ Balconies,Study Room,1.95 Crore,10th   of 45 Floors,West,"Pool,Park/Garden,Main Road,Club,Others,Sea facing",Dec-28,"Adani Thane Teen Hath Naka, Thane West",,Unfurnished,Q81461847,"['Gurudwara Sri Dashmesh Darbar', 'Ganesh Mandir', 'Parshavnath Jain Derasar', 'Datt Mandir', 'Abhimaan Maternity and Surgical Hospital - Thane', 'HIGHWAY HOSPITAL', 'Dr Milind Patils Revival Bone and Joint Hospital', 'Sahayog Nursing Home', ""Dr.Pathak's Hospital"", 'Jeevan Jyot Hospital', 'Nirmiti Fertility and Ivf Centre', 'Dr.Paradkar Hospital', 'Horizon Hospital', 'Vaidya Maternity Home', 'Sai Ganesh Hospital Thane', 'JUPITAR SCAN CENTER', 'OrthoSpine Clinic', 'Pooja Nursing Home - Thane', 'Deodhar Hospitals Pvt. Ltd', 'International Institute Of Sleep Sciences', 'Amber Eye Care and Microsurgery Centre', 'THC-Thane Health Care', 'Dr. Sapatnekar Hospital I.C.C.U and Polyclinic', 'Bapat Nursing Home', 'Pooja Hospital Thane', 'Vagholikar Hospital', 'Snehal Hospital Thane', 'Aadhar Hospital', 'Shweta Nursing Home', 'Dentistree Imaging', 'Acharya Atre Katta', 'Vijay Medical & General Stores', 'Cinemax', 'Malhar Cinema', 'Navjeevan blood bank', 'Hdfc bank', 'Saiemaas', 'Fuel Fast Food', 'Pizza Hut', 'Tea Tapri - Shree Gajendra', 'TIP TOP Plaza', 'Thane Cafe', 'Tenzo Temple', 'Sai Shraddha', 'Radha Krishna Pure Veg', 'Dhiraj Hotel', 'Pappu Da Dhaba', 'Tea Tapri', 'Gyan Sadhna College', 'F.T. Solutions Pvt. Ltd.']",[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.0,"{'Lifestyle': 4.1, 'Connectivity': 3.9, 'Environment': 3.7, 'Safety': 3.9}",Under Construction,
Nisarg Greens,"1 BHK House for sale in Ambernath East, Thane",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-nisarg-greens-ambernath-east-mumbai-beyond-thane-500-sq-ft-r1-spid-F79981257,₹37 Lac,"₹7,400 /sqft",500 sqft,Carpet Area,1 BHK,2  Baths,"Nisarg greens is one of thane outskirts's most sought after destination for apartments and this 1 bhk flat in ambernath east is your opportunity to be a part of this community. This is a east-Facing property. The flat occupies a carpet area of 500 sq.Ft. That consists of 1 bedroom, 2 bathrooms and 2 balconies. The flat has a total of 18 floors and this property is situated on 7th floor. Being a...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
Runwal Bliss,"3 BHK House for sale in Kanjurmarg East, Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-runwal-bliss-kanjurmarg-east-central-mumbai-suburbs-2025-sq-ft-spid-Y81493505,₹3.59 Cr,"₹17,728 /sqft","2,025 sqft",Super Built-up Area,3 BHK,3  Baths,"This is lavish vastu compliant flat for sale for central mumbai's most popular society runwal bliss in kanjurmarg east. The flat is over 2025 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat is situated on the 6th floor of this 52 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is re...",2025.0,1925.0,1250.0,3 Bedrooms,3 Bathrooms,2 Balconies,,3.59 Crore,6th   of 52 Floors,North-East,"Main Road,Club,Park/Garden,Pool",1 to 5 Year Old,"Runwal Bliss Kanjurmarg East, Mumbai",Runwal Bliss,Furnished,Y81493505,"['Kanjur Marg Station(W)', 'Neptune Magnet Mall', 'Eastern Express Highway', 'Indian Institute of Technology Bombay', 'Kendriya Vidyalaya IIT Powai', 'I.D.U.B.S High School', 'Dr L H Hiranandani Hospital', 'Chhatrapati Shivaji Maharaj Int. Airport', 'iThink Techno Campus', 'Ackruti Corporate Park', 'The Westin Mumbai Powai Lake', 'The Urban Stadium']","['1 Water Purifier', '13 Fan', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '20 Light', '1 Curtains', '3 AC', '1 Chimney', '1 Modular Kitchen', '1 Bed', '3 Wardrobe']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.4,"{'Connectivity': 4.3, 'Green Area': 4.4, 'Amenities': 4.5, 'Management': 4.2, 'Construction': 4.4}",Ready To Move,
Proviso Complex,"3 BHK House for sale in Sector 35E Kharghar, Navi Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-proviso-complex-sector-35-e-kharghar-navi-mumbai-1566-sq-ft-r1-spid-N66635588,₹1.75 Cr,"₹9,578 /sqft","1,566 sqft",Super Built-up Area,3 BHK,3  Baths,"This 3 bhk apartment is available for sale in proviso complex, one of the most prominent projects for flats in sector 35e kharghar, navi mumbai. This property faces the east direction. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1566 sq.Ft. The property is located on the 5th floor of a 27 floors tall building. This is a ready to move p...",1566.0,,,3 Bedrooms,3 Bathrooms,3 Balconies,Store Room,1.75 Crore,5th   of 27 Floors,East,Others,5 to 10 Year Old,"Proviso Complex Sector 35E Kharghar, Navi Mumbai",Proviso Complex,Semifurnished,N66635588,"['Nerul Station', 'Pethpada', 'Little World Mall', 'NH48', 'Harmony School', ""SVKM's NMIMS"", 'MITR Hospital', 'Chhatrapati Shivaji Maharaj l Airport', 'Gavson Business Park', 'Royal Tulip Hotel', 'Wonders Park', 'Kharghar Valley Golf Course', 'Kharghar Football Stadium']","['1 Fan', '1 Light', '1 Modular Kitchen']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",3.5,"{'Connectivity': 3.6, 'Green Area': 3.6, 'Amenities': 3.4, 'Management': 3.4, 'Construction': 3.3}",Ready To Move,
